rank,band,headword,family_size,word_family
1711,B2 (1001-2000),command,4,commands | commanded | commanding
1712,B2 (1001-2000),attractive,1,
1713,B2 (1001-2000),sick,3,sicker | sickest
1714,B2 (1001-2000),impression,2,impressions
1715,B2 (1001-2000),unable,1,
1716,B2 (1001-2000),joke,4,jokes | joked | joking
1717,B2 (1001-2000),sky,2,skies
1718,B2 (1001-2000),column,3,columns | columned
1719,B2 (1001-2000),electronic,2,electronics
1720,B2 (1001-2000),impose,4,imposes | imposed | imposing
1721,B2 (1001-2000),criminal,2,criminals
1722,B2 (1001-2000),besides,1,
1723,B2 (1001-2000),properly,1,
1724,B2 (1001-2000),ancient,2,ancients
1725,B2 (1001-2000),coast,4,coasts | coasted | coasting
1726,B2 (1001-2000),ill,2,ills
1727,B2 (1001-2000),kick,4,kicks | kicked | kicking
1728,B2 (1001-2000),closely,1,
1729,B2 (1001-2000),multiple,2,multiples
1730,B2 (1001-2000),yield,4,yields | yielded | yielding
1731,B2 (1001-2000),via,1,
1732,B2 (1001-2000),legislation,2,legislations
1733,B2 (1001-2000),county,2,counties
1734,B2 (1001-2000),unlike,1,
1735,B2 (1001-2000),mobile,2,mobiles
1736,B2 (1001-2000),assistant,2,assistants
1737,B2 (1001-2000),implement,4,implements | implemented | implementing
1738,B2 (1001-2000),chart,4,charts | charted | charting
1739,B2 (1001-2000),attach,4,attaches | attached | attaching
1740,B2 (1001-2000),hell,2,hells
1741,B2 (1001-2000),everywhere,1,
1742,B2 (1001-2000),advise,4,advises | advised | advising
1743,B2 (1001-2000),household,2,households
1744,B2 (1001-2000),acknowledge,4,acknowledges | acknowledged | acknowledging
1745,B2 (1001-2000),reward,4,rewards | rewarded | rewarding
1746,B2 (1001-2000),east,1,
1747,B2 (1001-2000),hat,3,hats | hatted
1748,B2 (1001-2000),academic,2,academics
1749,B2 (1001-2000),voter,2,voters
1750,B2 (1001-2000),meanwhile,1,
1751,B2 (1001-2000),furthermore,1,
1752,B2 (1001-2000),accuse,4,accuses | accused | accusing
1753,B2 (1001-2000),scientific,1,
1754,B2 (1001-2000),wage,4,wages | waged | waging
1755,B2 (1001-2000),absence,2,absences
1756,B2 (1001-2000),construct,4,constructs | constructed | constructing
1757,B2 (1001-2000),remark,4,remarks | remarked | remarking
1758,B2 (1001-2000),medicine,2,medicines
1759,B2 (1001-2000),professor,3,professors | prof
1760,B2 (1001-2000),rare,3,rarer | rarest
1761,B2 (1001-2000),intention,2,intentions
1762,B2 (1001-2000),dozen,2,dozens
1763,B2 (1001-2000),settlement,2,settlements
1764,B2 (1001-2000),gap,4,gaps | gapped | gapping
1765,B2 (1001-2000),widely,1,
1766,B2 (1001-2000),minimum,3,minima | minimums
1767,B2 (1001-2000),northern,1,
1768,B2 (1001-2000),estate,2,estates
1769,B2 (1001-2000),equally,1,
1770,B2 (1001-2000),expose,4,exposes | exposed | exposing
1771,B2 (1001-2000),alive,1,
1772,B2 (1001-2000),shut,2,shuts
1773,B2 (1001-2000),victory,2,victories
1774,B2 (1001-2000),resolve,4,resolves | resolved | resolving
1775,B2 (1001-2000),critic,2,critics
1776,B2 (1001-2000),variable,2,variables
1777,B2 (1001-2000),enormous,1,
1778,B2 (1001-2000),sweet,4,sweets | sweeter | sweetest
1779,B2 (1001-2000),permanent,1,
1780,B2 (1001-2000),emotion,2,emotions
1781,B2 (1001-2000),pursue,4,pursues | pursued | pursuing
1782,B2 (1001-2000),tall,3,taller | tallest
1783,B2 (1001-2000),urge,5,urges | urged | urging | urgings
1784,B2 (1001-2000),enemy,2,enemies
1785,B2 (1001-2000),appoint,4,appoints | appointed | appointing
1786,B2 (1001-2000),milk,4,milks | milked | milking
1787,B2 (1001-2000),talent,3,talents | talented
1788,B2 (1001-2000),smell,4,smells | smelled | smelling
1789,B2 (1001-2000),prior,2,priors
1790,B2 (1001-2000),priority,2,priorities
1791,B2 (1001-2000),online,1,
1792,B2 (1001-2000),phrase,4,phrases | phrased | phrasing
1793,B2 (1001-2000),pilot,4,pilots | piloted | piloting
1794,B2 (1001-2000),stable,4,stables | stabled | stabling
1795,B2 (1001-2000),merely,1,
1796,B2 (1001-2000),resolution,2,resolutions
1797,B2 (1001-2000),communicate,4,communicates | communicated | communicating
1798,B2 (1001-2000),injury,2,injuries
1799,B2 (1001-2000),vast,3,vaster | vastest
1800,B2 (1001-2000),exhibition,2,exhibitions
1801,B2 (1001-2000),producer,2,producers
1802,B2 (1001-2000),regional,2,regionals
1803,B2 (1001-2000),immediate,1,
1804,B2 (1001-2000),incident,2,incidents
1805,B2 (1001-2000),childhood,2,childhoods
1806,B2 (1001-2000),draft,6,drafts | drafted | drafting | draught | draughts
1807,B2 (1001-2000),slip,4,slips | slipped | slipping
1808,B2 (1001-2000),accompany,4,accompanies | accompanied | accompanying
1809,B2 (1001-2000),politician,2,politicians
1810,B2 (1001-2000),angry,3,angrier | angriest
1811,B2 (1001-2000),knock,4,knocks | knocked | knocking
1812,B2 (1001-2000),seed,4,seeds | seeded | seeding
1813,B2 (1001-2000),salary,3,salaries | salaried
1814,B2 (1001-2000),illustrate,4,illustrates | illustrated | illustrating
1815,B2 (1001-2000),imply,4,implies | implied | implying
1816,B2 (1001-2000),breakfast,4,breakfasts | breakfasted | breakfasting
1817,B2 (1001-2000),temporary,1,
1818,B2 (1001-2000),liberal,2,liberals
1819,B2 (1001-2000),lake,2,lakes
1820,B2 (1001-2000),qualify,4,qualifies | qualified | qualifying
1821,B2 (1001-2000),competitive,1,
1822,B2 (1001-2000),truly,1,
1823,B2 (1001-2000),hi,1,
1824,B2 (1001-2000),yellow,4,yellows | yellowed | yellowing
1825,B2 (1001-2000),habit,3,habits | habited
1826,B2 (1001-2000),disk,4,disks | disc | discs
1827,B2 (1001-2000),core,4,cores | cored | coring
1828,B2 (1001-2000),emotional,1,
1829,B2 (1001-2000),aircraft,2,aircrafts
1830,B2 (1001-2000),self,2,selves
1831,B2 (1001-2000),metal,2,metals
1832,B2 (1001-2000),existence,2,existences
1833,B2 (1001-2000),bone,4,bones | boned | boning
1834,B2 (1001-2000),panel,6,panels | paneled | paneling | panelled | panelling
1835,B2 (1001-2000),prime,4,primes | primed | priming
1836,B2 (1001-2000),appointment,2,appointments
1837,B2 (1001-2000),emphasize,8,emphasizes | emphasized | emphasizing | emphasise | emphasises | emphasised | emphasising
1838,B2 (1001-2000),maximum,1,
1839,B2 (1001-2000),effectively,1,
1840,B2 (1001-2000),elsewhere,1,
1841,B2 (1001-2000),bother,4,bothers | bothered | bothering
1842,B2 (1001-2000),initiative,2,initiatives
1843,B2 (1001-2000),sharp,3,sharper | sharpest
1844,B2 (1001-2000),diet,4,diets | dieted | dieting
1845,B2 (1001-2000),motion,4,motions | motioned | motioning
1846,B2 (1001-2000),gray,12,grays | grayed | graying | grayer | grayest | grey | greys | greyed | greying | greyer | greyest
1847,B2 (1001-2000),plastic,2,plastics
1848,B2 (1001-2000),complicate,4,complicates | complicated | complicating
1849,B2 (1001-2000),discipline,4,disciplines | disciplined | disciplining
1850,B2 (1001-2000),disappoint,4,disappoints | disappointed | disappointing
1851,B2 (1001-2000),boss,4,bosses | bossed | bossing
1852,B2 (1001-2000),assumption,2,assumptions
1853,B2 (1001-2000),freeze,5,freezes | froze | freezing | frozen
1854,B2 (1001-2000),extreme,2,extremes
1855,B2 (1001-2000),passage,2,passages
1856,B2 (1001-2000),reputation,2,reputations
1857,B2 (1001-2000),forth,1,
1858,B2 (1001-2000),negotiation,2,negotiations
1859,B2 (1001-2000),mechanism,2,mechanisms
1860,B2 (1001-2000),coat,5,coats | coated | coating | coatings
1861,B2 (1001-2000),democracy,2,democracies
1862,B2 (1001-2000),pocket,4,pockets | pocketed | pocketing
1863,B2 (1001-2000),lucky,3,luckier | luckiest
1864,B2 (1001-2000),crash,4,crashes | crashed | crashing
1865,B2 (1001-2000),observation,2,observations
1866,B2 (1001-2000),meat,2,meats
1867,B2 (1001-2000),concentration,2,concentrations
1868,B2 (1001-2000),implication,2,implications
1869,B2 (1001-2000),deserve,4,deserves | deserved | deserving
1870,B2 (1001-2000),unusual,1,
1871,B2 (1001-2000),defend,4,defends | defended | defending
1872,B2 (1001-2000),classic,2,classics
1873,B2 (1001-2000),king,2,kings
1874,B2 (1001-2000),interaction,2,interactions
1875,B2 (1001-2000),repair,4,repairs | repaired | repairing
1876,B2 (1001-2000),collapse,4,collapses | collapsed | collapsing
1877,B2 (1001-2000),borrow,5,borrows | borrowed | borrowing | borrowings
1878,B2 (1001-2000),fundamental,2,fundamentals
1879,B2 (1001-2000),dish,4,dishes | dished | dishing
1880,B2 (1001-2000),abroad,1,
1881,B2 (1001-2000),soul,2,souls
1882,B2 (1001-2000),capable,1,
1883,B2 (1001-2000),defeat,4,defeats | defeated | defeating
1884,B2 (1001-2000),presidential,1,
1885,B2 (1001-2000),perfectly,1,
1886,B2 (1001-2000),enhance,4,enhances | enhanced | enhancing
1887,B2 (1001-2000),proud,3,prouder | proudest
1888,B2 (1001-2000),emergency,2,emergencies
1889,B2 (1001-2000),educational,1,
1890,B2 (1001-2000),distinguish,4,distinguishes | distinguished | distinguishing
1891,B2 (1001-2000),substantial,1,
1892,B2 (1001-2000),nearby,1,
1893,B2 (1001-2000),manufacturer,2,manufacturers
1894,B2 (1001-2000),slide,4,slides | slid | sliding
1895,B2 (1001-2000),valuable,2,valuables
1896,B2 (1001-2000),personally,1,
1897,B2 (1001-2000),breast,4,breasts | breasted | breasting
1898,B2 (1001-2000),cope,4,copes | coped | coping
1899,B2 (1001-2000),approximately,1,
1900,B2 (1001-2000),accommodation,2,accommodations
1901,B2 (1001-2000),highlight,4,highlights | highlighted | highlighting
1902,B2 (1001-2000),reporter,2,reporters
1903,B2 (1001-2000),climate,2,climates
1904,B2 (1001-2000),shirt,4,shirts | shirted | shirting
1905,B2 (1001-2000),exception,2,exceptions
1906,B2 (1001-2000),corporation,2,corporations
1907,B2 (1001-2000),chip,4,chips | chipped | chipping
1908,B2 (1001-2000),winner,2,winners
1909,B2 (1001-2000),encounter,4,encounters | encountered | encountering
1910,B2 (1001-2000),brown,6,browns | browned | browning | browner | brownest
1911,B2 (1001-2000),breathe,4,breathes | breathed | breathing
1912,B2 (1001-2000),excuse,4,excuses | excused | excusing
1913,B2 (1001-2000),partly,1,
1914,B2 (1001-2000),tennis,1,
1915,B2 (1001-2000),urban,1,
1916,B2 (1001-2000),confuse,4,confuses | confused | confusing
1917,B2 (1001-2000),southern,1,
1918,B2 (1001-2000),output,4,outputs | outputted | outputting
1919,B2 (1001-2000),beauty,2,beauties
1920,B2 (1001-2000),massive,1,
1921,B2 (1001-2000),install,4,installs | installed | installing
1922,B2 (1001-2000),calculate,4,calculates | calculated | calculating
1923,B2 (1001-2000),mouse,3,mouses | mice
1924,B2 (1001-2000),mathematics,4,mathematic | math | maths
1925,B2 (1001-2000),upper,2,uppers
1926,B2 (1001-2000),creation,2,creations
1927,B2 (1001-2000),occupy,4,occupies | occupied | occupying
1928,B2 (1001-2000),outline,4,outlines | outlined | outlining
1929,B2 (1001-2000),sufficient,1,
1930,B2 (1001-2000),update,4,updates | updated | updating
1931,B2 (1001-2000),luck,4,lucks | lucked | lucking
1932,B2 (1001-2000),preserve,4,preserves | preserved | preserving
1933,B2 (1001-2000),split,3,splits | splitting
1934,B2 (1001-2000),swing,4,swings | swung | swinging
1935,B2 (1001-2000),illness,2,illnesses
1936,B2 (1001-2000),journalist,2,journalists
1937,B2 (1001-2000),sudden,1,
1938,B2 (1001-2000),advertisement,4,advertisements | advertisment | advertisments
1939,B2 (1001-2000),consistent,1,
1940,B2 (1001-2000),originally,1,
1941,B2 (1001-2000),aside,2,asides
1942,B2 (1001-2000),comfort,4,comforts | comforted | comforting
1943,B2 (1001-2000),secondly,1,
1944,B2 (1001-2000),severe,3,severer | severest
1945,B2 (1001-2000),gene,2,genes
1946,B2 (1001-2000),prospect,4,prospects | prospected | prospecting
1947,B2 (1001-2000),snow,4,snows | snowed | snowing
1948,B2 (1001-2000),plot,4,plots | plotted | plotting
1949,B2 (1001-2000),neck,4,necks | necked | necking
1950,B2 (1001-2000),criterion,2,criterions
1951,B2 (1001-2000),primarily,1,
1952,B2 (1001-2000),integrate,4,integrates | integrated | integrating
1953,B2 (1001-2000),criticism,2,criticisms
1954,B2 (1001-2000),convention,2,conventions
1955,B2 (1001-2000),bet,4,bets | betted | betting
1956,B2 (1001-2000),retain,4,retains | retained | retaining
1957,B2 (1001-2000),sequence,5,sequences | sequenced | sequencing | sequencings
1958,B2 (1001-2000),plain,4,plains | plainer | plainest
1959,B2 (1001-2000),volunteer,4,volunteers | volunteered | volunteering
1960,B2 (1001-2000),rural,1,
1961,B2 (1001-2000),calm,6,calms | calmed | calming | calmer | calmest
1962,B2 (1001-2000),abandon,4,abandons | abandoned | abandoning
1963,B2 (1001-2000),examination,2,examinations
1964,B2 (1001-2000),silence,4,silences | silenced | silencing
1965,B2 (1001-2000),rapidly,1,
1966,B2 (1001-2000),efficient,1,
1967,B2 (1001-2000),revolution,2,revolutions
1968,B2 (1001-2000),delight,4,delights | delighted | delighting
1969,B2 (1001-2000),spell,6,spells | spelled | spelling | spelt | spellings
1970,B2 (1001-2000),premise,4,premises | premised | premising
1971,B2 (1001-2000),lean,8,leans | leaned | leaning | leanings | leant | leaner | leanest
1972,B2 (1001-2000),dramatic,2,dramatics
1973,B2 (1001-2000),differ,4,differs | differed | differing
1974,B2 (1001-2000),grateful,1,
1975,B2 (1001-2000),protein,2,proteins
1976,B2 (1001-2000),bike,4,bikes | biked | biking
1977,B2 (1001-2000),distribute,4,distributes | distributed | distributing
1978,B2 (1001-2000),intellectual,2,intellectuals
1979,B2 (1001-2000),derive,4,derives | derived | deriving
1980,B2 (1001-2000),crucial,1,
1981,B2 (1001-2000),unemployment,1,
1982,B2 (1001-2000),wheel,4,wheels | wheeled | wheeling
1983,B2 (1001-2000),crop,4,crops | cropped | cropping
1984,B2 (1001-2000),minority,2,minorities
1985,B2 (1001-2000),origin,2,origins
1986,B2 (1001-2000),interpretation,2,interpretations
1987,B2 (1001-2000),gentleman,2,gentlemen
1988,B2 (1001-2000),drama,2,dramas
1989,B2 (1001-2000),landscape,4,landscapes | landscaped | landscaping
1990,B2 (1001-2000),educate,4,educates | educated | educating
1991,B2 (1001-2000),toy,4,toys | toyed | toying
1992,B2 (1001-2000),fault,4,faults | faulted | faulting
1993,B2 (1001-2000),exhibit,4,exhibits | exhibited | exhibiting
1994,B2 (1001-2000),minor,2,minors
1995,B2 (1001-2000),hunt,4,hunts | hunted | hunting
1996,B2 (1001-2000),storm,4,storms | stormed | storming
1997,B2 (1001-2000),thick,3,thicker | thickest
1998,B2 (1001-2000),achievement,2,achievements
1999,B2 (1001-2000),negotiate,4,negotiates | negotiated | negotiating
2000,B2 (1001-2000),shoot,4,shoots | shooting | shootings
2001,B3 (2001-2801),supplier,2,suppliers
2002,B3 (2001-2801),prize,3,prizes | prized
2003,B3 (2001-2801),typically,1,
2004,B3 (2001-2801),peer,4,peers | peered | peering
2005,B3 (2001-2801),pension,4,pensions | pensioned | pensioning
2006,B3 (2001-2801),wing,4,wings | winged | winging
2007,B3 (2001-2801),acquisition,2,acquisitions
2008,B3 (2001-2801),laughter,1,
2009,B3 (2001-2801),deeply,1,
2010,B3 (2001-2801),recognition,2,recognitions
2011,B3 (2001-2801),electricity,1,
2012,B3 (2001-2801),assistance,2,assistances
2013,B3 (2001-2801),roof,4,roofs | roofed | roofing
2014,B3 (2001-2801),retirement,2,retirements
2015,B3 (2001-2801),respectively,1,
2016,B3 (2001-2801),variation,2,variations
2017,B3 (2001-2801),ultimately,1,
2018,B3 (2001-2801),proof,4,proofs | proofed | proofing
2019,B3 (2001-2801),soil,4,soils | soiled | soiling
2020,B3 (2001-2801),smart,6,smarts | smarted | smarting | smarter | smartest
2021,B3 (2001-2801),layer,4,layers | layered | layering
2022,B3 (2001-2801),upset,3,upsets | upsetting
2023,B3 (2001-2801),tooth,3,teeth | toothed
2024,B3 (2001-2801),representation,2,representations
2025,B3 (2001-2801),preparation,2,preparations
2026,B3 (2001-2801),dispute,4,disputes | disputed | disputing
2027,B3 (2001-2801),agenda,2,agendas
2028,B3 (2001-2801),emphasis,2,emphases
2029,B3 (2001-2801),edition,2,editions
2030,B3 (2001-2801),silver,3,silvers | silvered
2031,B3 (2001-2801),entertainment,2,entertainments
2032,B3 (2001-2801),honest,1,
2033,B3 (2001-2801),undertake,6,undertakes | undertook | undertaking | undertaken | undertakings
2034,B3 (2001-2801),retail,4,retails | retailed | retailing
2035,B3 (2001-2801),wire,5,wires | wired | wiring | wirings
2036,B3 (2001-2801),unlikely,3,unlikelier | unlikeliest
2037,B3 (2001-2801),gay,4,gayer | gayest | gays
2038,B3 (2001-2801),publication,2,publications
2039,B3 (2001-2801),slight,6,slights | slighted | slighting | slighter | slightest
2040,B3 (2001-2801),unknown,2,unknowns
2041,B3 (2001-2801),framework,2,frameworks
2042,B3 (2001-2801),zone,5,zones | zoned | zoning | zonings
2043,B3 (2001-2801),restrict,4,restricts | restricted | restricting
2044,B3 (2001-2801),trace,5,traces | traced | tracing | tracings
2045,B3 (2001-2801),inch,4,inches | inched | inching
2046,B3 (2001-2801),equivalent,2,equivalents
2047,B3 (2001-2801),solid,2,solids
2048,B3 (2001-2801),enterprise,3,enterprises | enterprising
2049,B3 (2001-2801),elderly,1,
2050,B3 (2001-2801),owe,4,owes | owed | owing
2051,B3 (2001-2801),governor,2,governors
2052,B3 (2001-2801),uniform,3,uniforms | uniformed
2053,B3 (2001-2801),port,4,ports | ported | porting
2054,B3 (2001-2801),pitch,4,pitches | pitched | pitching
2055,B3 (2001-2801),arrival,2,arrivals
2056,B3 (2001-2801),contemporary,2,contemporaries
2057,B3 (2001-2801),gate,4,gates | gated | gating
2058,B3 (2001-2801),ease,4,eases | eased | easing
2059,B3 (2001-2801),beer,2,beers
2060,B3 (2001-2801),specialist,2,specialists
2061,B3 (2001-2801),assure,4,assures | assured | assuring
2062,B3 (2001-2801),profile,5,profiles | profiled | profiling | profilings
2063,B3 (2001-2801),mood,2,moods
2064,B3 (2001-2801),episode,2,episodes
2065,B3 (2001-2801),crack,4,cracks | cracked | cracking
2066,B3 (2001-2801),numerous,1,
2067,B3 (2001-2801),submit,4,submits | submitted | submitting
2068,B3 (2001-2801),symptom,2,symptoms
2069,B3 (2001-2801),virtually,1,
2070,B3 (2001-2801),era,2,eras
2071,B3 (2001-2801),coverage,1,
2072,B3 (2001-2801),tension,4,tensions | tensioned | tensioning
2073,B3 (2001-2801),cable,4,cables | cabled | cabling
2074,B3 (2001-2801),sensitive,1,
2075,B3 (2001-2801),nervous,1,
2076,B3 (2001-2801),input,4,inputs | inputted | inputting
2077,B3 (2001-2801),isolate,4,isolates | isolated | isolating
2078,B3 (2001-2801),prisoner,2,prisoners
2079,B3 (2001-2801),eliminate,4,eliminates | eliminated | eliminating
2080,B3 (2001-2801),tight,3,tighter | tightest
2081,B3 (2001-2801),wet,6,wets | wetted | wetting | wetter | wettest
2082,B3 (2001-2801),secondary,1,
2083,B3 (2001-2801),welfare,2,welfares
2084,B3 (2001-2801),recruit,4,recruits | recruited | recruiting
2085,B3 (2001-2801),exclude,4,excludes | excluded | excluding
2086,B3 (2001-2801),string,4,strings | strung | stringing
2087,B3 (2001-2801),cloud,4,clouds | clouded | clouding
2088,B3 (2001-2801),persuade,4,persuades | persuaded | persuading
2089,B3 (2001-2801),inspire,4,inspires | inspired | inspiring
2090,B3 (2001-2801),grand,3,grander | grandest
2091,B3 (2001-2801),hence,1,
2092,B3 (2001-2801),crew,4,crews | crewed | crewing
2093,B3 (2001-2801),phenomenon,2,phenomena
2094,B3 (2001-2801),pupil,2,pupils
2095,B3 (2001-2801),false,3,falser | falsest
2096,B3 (2001-2801),assist,4,assists | assisted | assisting
2097,B3 (2001-2801),restore,4,restores | restored | restoring
2098,B3 (2001-2801),formula,3,formulas | formulae
2099,B3 (2001-2801),alter,4,alters | altered | altering
2100,B3 (2001-2801),perceive,4,perceives | perceived | perceiving
2101,B3 (2001-2801),routine,2,routines
2102,B3 (2001-2801),sink,5,sinks | sank | sinking | sunk
2103,B3 (2001-2801),stare,4,stares | stared | staring
2104,B3 (2001-2801),anymore,1,
2105,B3 (2001-2801),hero,2,heroes
2106,B3 (2001-2801),supporter,2,supporters
2107,B3 (2001-2801),convert,4,converts | converted | converting
2108,B3 (2001-2801),steady,6,steadies | steadied | steadying | steadier | steadiest
2109,B3 (2001-2801),meter,6,meters | metered | metering | metre | metres
2110,B3 (2001-2801),truck,4,trucks | trucked | trucking
2111,B3 (2001-2801),nose,4,noses | nosed | nosing
2112,B3 (2001-2801),beside,1,
2113,B3 (2001-2801),sail,4,sails | sailed | sailing
2114,B3 (2001-2801),disaster,2,disasters
2115,B3 (2001-2801),pace,4,paces | paced | pacing
2116,B3 (2001-2801),heavily,1,
2117,B3 (2001-2801),devote,4,devotes | devoted | devoting
2118,B3 (2001-2801),terrorist,2,terrorists
2119,B3 (2001-2801),justify,4,justifies | justified | justifying
2120,B3 (2001-2801),vital,2,vitals
2121,B3 (2001-2801),fascinate,4,fascinates | fascinated | fascinating
2122,B3 (2001-2801),external,2,externals
2123,B3 (2001-2801),spare,6,spares | spared | sparing | sparer | sparest
2124,B3 (2001-2801),whenever,1,
2125,B3 (2001-2801),depression,2,depressions
2126,B3 (2001-2801),guilty,3,guiltier | guiltiest
2127,B3 (2001-2801),underlie,4,underlies | underlying | underlain
2128,B3 (2001-2801),mom,4,moms | mommy | mommies
2129,B3 (2001-2801),distinction,2,distinctions
2130,B3 (2001-2801),satisfaction,2,satisfactions
2131,B3 (2001-2801),incorporate,4,incorporates | incorporated | incorporating
2132,B3 (2001-2801),pour,4,pours | poured | pouring
2133,B3 (2001-2801),sweep,5,sweeps | swept | sweeping | sweepings
2134,B3 (2001-2801),obligation,2,obligations
2135,B3 (2001-2801),sir,1,
2136,B3 (2001-2801),evaluate,4,evaluates | evaluated | evaluating
2137,B3 (2001-2801),anger,3,angers | angered
2138,B3 (2001-2801),pub,2,pubs
2139,B3 (2001-2801),perception,2,perceptions
2140,B3 (2001-2801),naturally,1,
2141,B3 (2001-2801),currency,2,currencies
2142,B3 (2001-2801),database,2,databases
2143,B3 (2001-2801),initially,1,
2144,B3 (2001-2801),territory,2,territories
2145,B3 (2001-2801),stream,4,streams | streamed | streaming
2146,B3 (2001-2801),rarely,1,
2147,B3 (2001-2801),height,2,heights
2148,B3 (2001-2801),apparent,1,
2149,B3 (2001-2801),western,2,westerns
2150,B3 (2001-2801),expansion,2,expansions
2151,B3 (2001-2801),constantly,1,
2152,B3 (2001-2801),muscle,3,muscles | muscled
2153,B3 (2001-2801),scare,4,scares | scared | scaring
2154,B3 (2001-2801),badly,1,
2155,B3 (2001-2801),everyday,1,
2156,B3 (2001-2801),boundary,2,boundaries
2157,B3 (2001-2801),ratio,2,ratios
2158,B3 (2001-2801),essay,4,essays | essayed | essaying
2159,B3 (2001-2801),scream,4,screams | screamed | screaming
2160,B3 (2001-2801),withdraw,5,withdraws | withdrew | withdrawing | withdrawn
2161,B3 (2001-2801),pollution,2,pollutions
2162,B3 (2001-2801),disorder,4,disorders | disordered | disordering
2163,B3 (2001-2801),furniture,1,
2164,B3 (2001-2801),symbol,2,symbols
2165,B3 (2001-2801),apartment,2,apartments
2166,B3 (2001-2801),demonstration,2,demonstrations
2167,B3 (2001-2801),analyst,2,analysts
2168,B3 (2001-2801),platform,2,platforms
2169,B3 (2001-2801),steel,4,steels | steeled | steeling
2170,B3 (2001-2801),cake,4,cakes | caked | caking
2171,B3 (2001-2801),transform,4,transforms | transformed | transforming
2172,B3 (2001-2801),wound,4,wounds | wounded | wounding
2173,B3 (2001-2801),restriction,2,restrictions
2174,B3 (2001-2801),foundation,2,foundations
2175,B3 (2001-2801),designer,2,designers
2176,B3 (2001-2801),strain,4,strains | strained | straining
2177,B3 (2001-2801),innovation,2,innovations
2178,B3 (2001-2801),album,2,albums
2179,B3 (2001-2801),singer,2,singers
2180,B3 (2001-2801),trail,4,trails | trailed | trailing
2181,B3 (2001-2801),trap,5,traps | trapped | trapping | trappings
2182,B3 (2001-2801),loose,6,looses | loosed | loosing | looser | loosest
2183,B3 (2001-2801),extension,2,extensions
2184,B3 (2001-2801),wealth,1,
2185,B3 (2001-2801),gradually,1,
2186,B3 (2001-2801),tank,4,tanks | tanked | tanking
2187,B3 (2001-2801),evil,4,evils | eviler | evilest
2188,B3 (2001-2801),remarkable,1,
2189,B3 (2001-2801),tune,4,tunes | tuned | tuning
2190,B3 (2001-2801),grass,4,grasses | grassed | grassing
2191,B3 (2001-2801),invitation,2,invitations
2192,B3 (2001-2801),transition,4,transitions | transitioned | transitioning
2193,B3 (2001-2801),frighten,4,frightens | frightened | frightening
2194,B3 (2001-2801),bid,4,bids | bade | bidding
2195,B3 (2001-2801),breed,4,breeds | bred | breeding
2196,B3 (2001-2801),extraordinary,1,
2197,B3 (2001-2801),brilliant,1,
2198,B3 (2001-2801),adviser,2,advisers
2199,B3 (2001-2801),stem,4,stems | stemmed | stemming
2200,B3 (2001-2801),reverse,4,reverses | reversed | reversing
2201,B3 (2001-2801),mode,2,modes
2202,B3 (2001-2801),mirror,4,mirrors | mirrored | mirroring
2203,B3 (2001-2801),awful,1,
2204,B3 (2001-2801),pose,4,poses | posed | posing
2205,B3 (2001-2801),adjust,4,adjusts | adjusted | adjusting
2206,B3 (2001-2801),creative,1,
2207,B3 (2001-2801),nowadays,1,
2208,B3 (2001-2801),poem,2,poems
2209,B3 (2001-2801),agricultural,1,
2210,B3 (2001-2801),competitor,2,competitors
2211,B3 (2001-2801),alcohol,2,alcohols
2212,B3 (2001-2801),festival,2,festivals
2213,B3 (2001-2801),vegetable,2,vegetables
2214,B3 (2001-2801),van,2,vans
2215,B3 (2001-2801),confident,2,confidents
2216,B3 (2001-2801),planet,2,planets
2217,B3 (2001-2801),curve,4,curves | curved | curving
2218,B3 (2001-2801),knee,4,knees | kneed | kneeing
2219,B3 (2001-2801),overcome,4,overcomes | overcame | overcoming
2220,B3 (2001-2801),web,5,webs | webbed | webbing | webbings
2221,B3 (2001-2801),depth,2,depths
2222,B3 (2001-2801),entrance,4,entrances | entranced | entrancing
2223,B3 (2001-2801),log,4,logs | logged | logging
2224,B3 (2001-2801),giant,2,giants
2225,B3 (2001-2801),god,2,gods
2226,B3 (2001-2801),portion,4,portions | portioned | portioning
2227,B3 (2001-2801),substance,2,substances
2228,B3 (2001-2801),extensive,1,
2229,B3 (2001-2801),interpret,4,interprets | interpreted | interpreting
2230,B3 (2001-2801),independence,2,independences
2231,B3 (2001-2801),sugar,3,sugars | sugared
2232,B3 (2001-2801),inner,2,inners
2233,B3 (2001-2801),harm,4,harms | harmed | harming
2234,B3 (2001-2801),consult,4,consults | consulted | consulting
2235,B3 (2001-2801),pink,6,pinks | pinked | pinking | pinker | pinkest
2236,B3 (2001-2801),shadow,2,shadows
2237,B3 (2001-2801),strip,4,strips | stripped | stripping
2238,B3 (2001-2801),smooth,5,smoothed | smoothing | smoother | smoothest
2239,B3 (2001-2801),intervention,2,interventions
2240,B3 (2001-2801),impress,4,impresses | impressed | impressing
2241,B3 (2001-2801),exam,2,exams
2242,B3 (2001-2801),vice,2,vices
2243,B3 (2001-2801),radical,2,radicals
2244,B3 (2001-2801),similarly,1,
2245,B3 (2001-2801),behave,4,behaves | behaved | behaving
2246,B3 (2001-2801),loud,3,louder | loudest
2247,B3 (2001-2801),dimension,4,dimensions | dimensioned | dimensioning
2248,B3 (2001-2801),subsequent,1,
2249,B3 (2001-2801),infection,2,infections
2250,B3 (2001-2801),jacket,2,jackets
